timestamp,x,y,z
2025-01-25 21:27:31.881468600,-104.848,222.569,189.959
2025-01-25 21:27:31.884386100,-104.727,222.593,189.959
2025-01-25 21:27:31.887388100,-104.605,222.616,189.959
2025-01-25 21:27:31.890361900,-104.484,222.64,189.959
2025-01-25 21:27:31.893374400,-104.362,222.664,189.959
2025-01-25 21:27:31.896461200,-104.241,222.688,189.959
2025-01-25 21:27:31.899451900,-104.119,222.712,189.959
2025-01-25 21:27:31.902350500,-103.998,222.736,189.959
2025-01-25 21:27:31.905457200,-103.876,222.759,189.96
2025-01-25 21:27:31.908330400,-103.754,222.783,189.96
2025-01-25 21:27:31.911311400,-103.633,222.807,189.96
2025-01-25 21:27:31.914520400,-103.511,222.831,189.96
2025-01-25 21:27:31.917421000,-103.389,222.855,189.96
2025-01-25 21:27:31.920339900,-103.267,222.879,189.96
2025-01-25 21:27:31.923325900,-103.146,222.903,189.96
2025-01-25 21:27:31.926314300,-103.024,222.927,189.96
2025-01-25 21:27:31.929467000,-102.902,222.951,189.96
2025-01-25 21:27:31.932440000,-102.78,222.975,189.961
2025-01-25 21:27:31.935327500,-102.658,222.999,189.961
2025-01-25 21:27:31.938355000,-102.536,223.023,189.961
2025-01-25 21:27:31.941315100,-102.414,223.047,189.961
2025-01-25 21:27:31.944312100,-102.292,223.071,189.961
2025-01-25 21:27:31.947601800,-102.17,223.095,189.961
2025-01-25 21:27:31.950439500,-102.048,223.119,189.962
2025-01-25 21:27:31.953397900,-101.926,223.143,189.962
2025-01-25 21:27:31.956341800,-101.804,223.167,189.962
2025-01-25 21:27:31.959323000,-101.682,223.191,189.962
2025-01-25 21:27:31.962430400,-101.56,223.215,189.962
2025-01-25 21:27:31.965421600,-101.438,223.239,189.963
2025-01-25 21:27:31.968340600,-101.316,223.264,189.963
2025-01-25 21:27:31.971386700,-101.194,223.288,189.963
2025-01-25 21:27:31.974324500,-101.071,223.312,189.963
2025-01-25 21:27:31.977379700,-100.949,223.336,189.963
2025-01-25 21:27:31.980505400,-100.827,223.36,189.964
2025-01-25 21:27:31.983377900,-100.705,223.384,189.964
2025-01-25 21:27:31.986327300,-100.582,223.409,189.964
2025-01-25 21:27:31.989350700,-100.46,223.433,189.964
2025-01-25 21:27:31.992341100,-100.338,223.457,189.964
2025-01-25 21:27:31.995371500,-100.215,223.481,189.965
2025-01-25 21:27:31.998398000,-100.093,223.505,189.965
2025-01-25 21:27:32.001343600,-99.9704,223.53,189.965
2025-01-25 21:27:32.004387200,-99.848,223.554,189.965
2025-01-25 21:27:32.007343200,-99.7255,223.578,189.965
2025-01-25 21:27:32.010391900,-99.6029,223.603,189.966
2025-01-25 21:27:32.013537200,-99.4804,223.627,189.966
2025-01-25 21:27:32.016391100,-99.3578,223.651,189.966
2025-01-25 21:27:32.019334900,-99.2352,223.676,189.966
2025-01-25 21:27:32.022380000,-99.1126,223.7,189.966
2025-01-25 21:27:32.025400700,-98.9899,223.724,189.967
2025-01-25 21:27:32.028345500,-98.8672,223.749,189.967
2025-01-25 21:27:32.031456200,-98.7445,223.773,189.967
2025-01-25 21:27:32.034353900,-98.6218,223.797,189.967
2025-01-25 21:27:32.037352700,-98.499,223.822,189.967
2025-01-25 21:27:32.040340100,-98.3762,223.846,189.968
2025-01-25 21:27:32.043382800,-98.2534,223.871,189.968
2025-01-25 21:27:32.046451500,-98.1306,223.895,189.968
2025-01-25 21:27:32.049372800,-98.0077,223.92,189.968
2025-01-25 21:27:32.052320400,-97.8848,223.944,189.968
2025-01-25 21:27:32.055440800,-97.7619,223.969,189.969
2025-01-25 21:27:32.058368200,-97.6389,223.993,189.969
2025-01-25 21:27:32.061329800,-97.5159,224.017,189.969
2025-01-25 21:27:32.064513600,-97.3929,224.042,189.969
2025-01-25 21:27:32.067340700,-97.2699,224.067,189.969
2025-01-25 21:27:32.070337400,-97.1469,224.091,189.97
2025-01-25 21:27:32.073363300,-97.0238,224.116,189.97
2025-01-25 21:27:32.076333300,-96.9007,224.14,189.97
2025-01-25 21:27:32.079443900,-96.7775,224.165,189.97
2025-01-25 21:27:32.082390200,-96.6544,224.189,189.97
2025-01-25 21:27:32.085330500,-96.5312,224.214,189.97
2025-01-25 21:27:32.088488600,-96.4079,224.238,189.97
2025-01-25 21:27:32.091404700,-96.2847,224.263,189.971
2025-01-25 21:27:32.094385000,-96.1614,224.288,189.971
2025-01-25 21:27:32.097547100,-96.038,224.312,189.971
2025-01-25 21:27:32.100377900,-95.9147,224.337,189.971
2025-01-25 21:27:32.103474500,-95.7913,224.362,189.971
2025-01-25 21:27:32.106373100,-95.6679,224.386,189.971
2025-01-25 21:27:32.109348700,-95.5444,224.411,189.972
2025-01-25 21:27:32.112397900,-95.4209,224.436,189.972
2025-01-25 21:27:32.115409500,-95.2974,224.46,189.972
2025-01-25 21:27:32.118328500,-95.1739,224.485,189.972
2025-01-25 21:27:32.121485600,-95.0503,224.51,189.972
2025-01-25 21:27:32.124343400,-94.9267,224.534,189.973
2025-01-25 21:27:32.127324000,-94.803,224.559,189.973
2025-01-25 21:27:32.130459800,-94.6794,224.584,189.973
2025-01-25 21:27:32.133375200,-94.5557,224.609,189.973
2025-01-25 21:27:32.136371700,-94.4319,224.633,189.973
2025-01-25 21:27:32.139354000,-94.3082,224.658,189.974
2025-01-25 21:27:32.142330500,-94.1844,224.683,189.974
2025-01-25 21:27:32.145334400,-94.0606,224.708,189.974
2025-01-25 21:27:32.148416500,-93.9367,224.733,189.974
2025-01-25 21:27:32.151409500,-93.8129,224.757,189.974
2025-01-25 21:27:32.154421500,-93.6889,224.782,189.975
2025-01-25 21:27:32.157322400,-93.565,224.807,189.975
2025-01-25 21:27:32.160313600,-93.441,224.832,189.975
2025-01-25 21:27:32.163474100,-93.317,224.857,189.975
2025-01-25 21:27:32.166419200,-93.193,224.882,189.975
2025-01-25 21:27:32.169329300,-93.0689,224.907,189.975
